PIM | Brand,UPC Code,Arabic Description,English Description,TAX  ,COST,GTIN (Internal ID),Category,Sub Category,Sub Sub Category,Image 1 URL,Image 2 URL,Image 3 URL
Bigen,8858838100018,بيجين صبغه لحيه للرجال 40 جرام B 101 اسود طبيعي,Bigen Beard Color 40g B 101 Natural Black,TAX 15%,20.75,,Personal Care,Men's Care,Beard Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3MDIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:3af863fa82a33c6cafab5b2bd93adeed4e0ddeee837073c1360234eca9ebeb2f/4uppVekRAesscc5ODqux","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3NjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:7be5bbb415d69339e15b1f47300ecc2897d58972c4450183a134dc093eaea8db/8RYtDADaRyqHG58hK2As
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3NjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:7be5bbb415d69339e15b1f47300ecc2897d58972c4450183a134dc093eaea8db/7gfL0kSqGNKFZWUippRw
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3NjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:7be5bbb415d69339e15b1f47300ecc2897d58972c4450183a134dc093eaea8db/uDTz1COlTKWxq18ELnzN
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3NjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:7be5bbb415d69339e15b1f47300ecc2897d58972c4450183a134dc093eaea8db/7Ze4itETtq88qTRVUTrw",
Bigen,4987205001079,بيجين صبغه شعر 80 جرام سبيدي 884 بني طبيعي,Bigen Hair Color 80g speedy 884 Natural Brown,TAX 15%,18.75,,Hair Care,Hair Colors,Hair Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMyNzg0MzY0NTksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f35a4dadefe8c558af74752e6b53f273cf65de6092278795258b5304e7870399/h7JmorKyQfeRrfqLInWD","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMyNzg0MzY0ODEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:3f2e73ace524883d488b9fc3364ee5dd7048d8aedb50a896f842d3cb2bd8dd4c/VWaR0YjdRouCtoADXsUF",
Bigen,4987205937019,بيجين صبغه شعر سبيدي بدون امونيا للرجال 101 اسود طبيعي,Bigen Hair Color Speedy Ammonia Free For Men 101 Natural Black,TAX 15%,20.42,,Hair Care,Hair Colors,Hair Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzA1NzIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:b0b482adc0a3471b818e6e32eee27e5741ad189afc2727578253d5ea79f38003/O12M7QmKSw0f0jGTvLVw",,
Bigen,4987205944598,بيجين صبغه شعر سبيدي بدون امونيا للرجال 105 بني متوسط,Bigen Hair Color Speedy Ammonia Free For Men 105 Medium Brown,TAX 15%,20.42,,Hair Care,Hair Colors,Hair Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzIwOTcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:378de657406d246cbdfae9866ad438cf643cdfcb0a8f9734f7467a6d03dab468/7UH35kkSWCVZ0OWXFmrw","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzIxMzcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:06440216caa8e11dfcd4a30ca9f5e335e218460e7f0b38574ab0a3efb4faf846/WBLUZH3NS12tEKbvtHvo",
Bigen,8858838100025,بيجين صبغه لحيه للرجال 40 جرام B 102 اسود بني,Bigen Beard Color 40g B 102 Brown Black,TAX 15%,20.75,,Personal Care,Men's Care,Beard Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk2NzQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f79113a78f98da322c635d35b7f7b8032e6c9721bc9da028e172f0ba416ec12b/XxSCXwpMQ7OSLNqwhUOa",,
Bigen,4987205000140,بيجين صبغه شعر 80 جرام سبيدي 882 بني اسود,Bigen Hair Color 80g speedy 882 Brownish Black,TAX 15%,18.75,,Hair Care,Hair Colors,Hair Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzIwODksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:d4c59bbd6d732000f01ba83c0bf6ff1548ff25a1bba74fdc55b4f1a43652a830/34AFi2fGRbOK3xss4mq2","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzIxMjMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:a67172b8ef09c60a38fdf7085d93a4d4325d6759921157f2a44c4e6ada1a020f/5b9gff5nSPqwnRxk3fEt",
Bigen,4987205931215,بيجين صبغه شعر 80 جرام سبيدي 885 بني فاتح,Bigen Hair Color 80g speedy 885 Light Brown,TAX 15%,18.75,,Hair Care,Hair Colors,Hair Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3MjIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e15c0ab568fa388765ec093595cbf0ed03cdad67b53776a718e2fca2addd8717/QNPh5rHRNi0iPf9IqkwW","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3OTgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:156779f2aceddfe682f575ad6ac0648ef8ccd3d39a2369aea90ad34e291b8ec0/1jABVodQM2BXRaHw6A36
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3OTgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:156779f2aceddfe682f575ad6ac0648ef8ccd3d39a2369aea90ad34e291b8ec0/4aY5toEQymj3Cj2r4QeD",
Bigen,4987205958021,بيجين صبغه شعر بودره 6 جرام D بني كستنائي,Bigen Hair Color Powder 6g D Chestnut Brown,TAX 15%,6.1,,Hair Care,Hair Colors,Hair Color Powder,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk2MzgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:12ef6bec03e4c6a26243dbd1bc52d4d92b85e81b9cc061c4a2ac29549366a761/NaXhgoYqSECcbZlkN4zp","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk2OTMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:967443cca4cabe1b7ecbecddce52ed1a1529e0eb0546f074b05827b95da86b27/c618OqjIRlOOjmm3xjnd
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk2OTMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:967443cca4cabe1b7ecbecddce52ed1a1529e0eb0546f074b05827b95da86b27/Gs2anHQrTIGUzqDSMiCk",
Bigen,4987205944581,بيجين صبغه شعر سبيدي بدون امونيا للرجال 104 بني طبيعي,Bigen Hair Color Speedy Ammonia Free For Men 104 Natural Brown,TAX 15%,20.42,,Hair Care,Hair Colors,Hair Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzA1NTcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:9c202bd2cdf3b4d5894991ce06d7a0c26f8a6560b2aad3b78eb2267c1f62ddda/JcXbp4fFQWqidnAxB9et",,
Bigen,4987205000027,بيجين صبغه شعر بودره 6 جرام B اسود بني,Bigen Hair Color Powder 6g B Brown Black,TAX 15%,6.1,,Hair Care,Hair Colors,Hair Color Powder,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzEzOTYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f74cd1df155325b3d2c5b90d5470d9a2b78a034db612910943054aff84d70486/wyeMQzQNaBvCvuiix9A5","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzE0MTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:fd5c4971e2b126f90b7c3d972e1fd5d91ecdf84c8dd84d603a0fa53072f5c41f/8n9AauZaRbG0GUCiFAas
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzE0MTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:fd5c4971e2b126f90b7c3d972e1fd5d91ecdf84c8dd84d603a0fa53072f5c41f/QXlQGGAVTnivDgNtw58f",
Bigen,8858838100032,بيجين صبغه لحيه للرجال 40 جرام B 103 بني غامق,Bigen Beard Color 40g B 103 Dark Brown,TAX 15%,20.75,,Personal Care,Men's Care,Beard Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk2NjIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:42895134695a2a2c3b364c7b604f4231a419520a313a4e19c6b7922aa21285f8/3OCV7X6Qdei8Dw4jTPMG",,
Bigen,4987205000164,بيجين صبغه شعر 80 جرام سبيدي 883 بني غامق,Bigen Hair Color 80g speedy 883 Dark Brown,TAX 15%,18.75,,Hair Care,Hair Colors,Hair Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3MDUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:c47c1932e752242c9f1244028cad98cd8c4e54f6b41c1df8550164f2576e7edc/Ln6fcoezRGWSVp0spBRg","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3MjYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:22caf99a70b8b62d5f9ebd308d16c3311072987eef24684c601c67af0922f536/bKsDPo6PS0akO4agJegq
- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzI3MjYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:22caf99a70b8b62d5f9ebd308d16c3311072987eef24684c601c67af0922f536/WEqPBPJHRny6oCiCv1ii",
Bigen,4987205000010,بيجين صبغه شعر بودره 6 جرام A اسود,Bigen Hair Color Powder 6g A Black,TAX 15%,6.1,,Hair Care,Hair Colors,Hair Color Powder,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk2NjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:8166574ee9aa952f0c8791b3e4fcfd2871d363016de545e6ddfaddd28f67e35d/TLwdt621Qu6z7GGzlZdK","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3Njk3MDQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:5d583d18e0728c4a6f779511146cca9ef838320c6b310087add19119cb7fc39e/yvIazXwuTZyRFAqHsBuD",
Bigen,4987205000034,بيجين صبغه شعر بودره 6 جرام C بني غامق,Bigen Hair Color Powder 6g C Dark Brown,TAX 15%,6.1,,Hair Care,Hair Colors,Hair Color Powder,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzIwNzksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:696c8f281eae4bb7ef33ab0ca23df27914991bf1a084fca013d8f45ef1008e83/FDxyo7yRQWigvhLPyzfw","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ3NzIwOTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:849460d996df47bdb29f57277fc0283f202ea45e6babfe77d1f33db0635851f0/e05uBcoJQQCSANw1OjAN",
Bioxcin,8680512631187,بيوكسين زيت التسمير 200 مل حمايه فائقه من الشمس بعامل +30,Bioxcin Tanning Oil 200ml spf 30+ Very High Protection,TAX 15%,46.75,,Skin Care,Sun Care,Tanning Oil,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTE5NjIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f1cfea46d1d593dc599b488cd588946825741afa7e2eb5e8c9a6e428fa096ebc/BMIghX66QKexpLNjtBN0",,
Bioxcin,8680512631408,بيوكسين كريم واقي شمس 50 مل حمايه فائقه من الشمس بلون البشره بعامل +50 للبشره العاديه والجافه,Bioxcin Sun Cream 50ml Tinted spf 50+ Very High Protection Dry/Normal Skin,TAX 15%,45.14,,Skin Care,Sun Care,Sun Cream,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjY3MDAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:885efdbf2b62a66d833ba6b411f1686c86b669f0974dadf3400f702dd3072c74/igiexu14Ta2f95gevNkk",,
Bioxcin,8680512631200,بيوكسين كريم واقي شمس 50 مل حمايه فائقه من الشمس بعامل +50 للبشره العاديه والجافه,Bioxcin Sun Cream 50ml spf 50+ Very High Protection Dry/Normal Skin,TAX 15%,42.46,,Skin Care,Sun Care,Sun Cream,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjY3MDUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:9dbebda378bb66a66ad464e1058f2dc49dab46895be07f93cbdf8bb61308bcf2/IMk86XeSI6dYkbPm6uUE",,
Bioxcin,8680512631217,بيوكسين كريم واقي شمس 50 مل حمايه فائقه من الشمس بعامل +50 للبشره الدهنيه,Bioxcin Sun Cream 50ml spf 50+ Very High Protection Oily Skin,TAX 15%,42.46,,Skin Care,Sun Care,Sun Cream,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjY3MDIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f48eb47f919b4391353e6c35e86e20ab214555b57a36ee1aa332d7946a877b88/TtDqG2IRKWNNzmQuiD6w",,
Bioxcin,8680512614302,بيوكسين شامبو شعر 300 مل ضد القشره,Bioxcin Hair Shampoo 300ml Anti-Dandruff Thremal,TAX 15%,40.31,,Hair Care,Hair Shampoo & Hair Conditioner,Hair Shampoo,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjY2NjUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6d6dc4b8f7c4bb74b9bba86b5e86ef3fee1296834468d8b50e486413bda16269/Rq3WLErORAejftmnmixG",,
Bioxcin,8680512614326,بيوكسين شامبو شعر 300 مل ضد القشره لفروه الراس الحساسه,Bioxcin Hair Shampoo 300ml Anti-Dandruff Ultra Sensitive Thremal,TAX 15%,42.99,,Hair Care,Hair Shampoo & Hair Conditioner,Hair Shampoo,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjY3MTIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:954a887faf921a259cb68f4bb6c4d03bb00adb84ffcb3663897565cfc24d239c/YYBPtvm2TEePWQTIAHEA",,
Bioxcin,8680512629177,بيوكسين كريم مرطب 50 مل اكنيوم,Bioxcin Moisturizing Cream 50ml Acnium clinical,TAX 15%,34.93,,Skin Care,Moisturizers,Moisturizing Cream,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTUyMTIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:150fab0c5fa0f7eeebd31a15006e153b837dece7ec72b76f57a7bb2a2cd2457a/bcW9tl0vRgxiy2mxnOQ5",,
Bioxcin,8680512631194,بيوكسين بخاخ واقي شمس 200 مل حمايه فائقه من الشمس بعامل +50,Bioxcin Sun Spray 200ml spf 50+ Very High Protection,TAX 15%,46.75,,Skin Care,Sun Care,Sun Spray,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTIxNTEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:9e026f0e259d0b0744093d83dce23f48625d3d56b0204919700993610bbba65b/IKYN9eeERgqGfoLRcwtI",,
Bioxcin,8680512630173,بيوكسين سيروم عشبي الشعر   للتساقط الشديد للشعر 3 × 50 مل,Bioxcin Hair Herbal Serum  For Intensive Hair Loss 3x50 ml,TAX 15%,88.67,,Hair Care,Hair Oils and Moisturizers,Hair Serum,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTExMzQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:756e29f45b102e7d2eb608173a666f7fcb4916b01b9847c7ef05637dd8ea5422/lt5hgNDNQVy3zW9KCg01",,
Bioxcin,8680512625698,بيوكسين سيروم عشبي الشعر لتساقط الشعر 3 × 50مل,Bioxcin Hair Herbal Serum  For Hair Loss 3x50 ml,TAX 15%,64.49,,Hair Care,Hair Oils and Moisturizers,Hair Serum,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTA4OTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:affc95330f0cfdfcafaa810a488a5ec8ee9733f957ed817d4ca54b2d7b1f3664/EDoPWpkFQPCDB39OEwBe",,
Bioxcin,8680512631644,بيوكسين بلسم شعر 250 مل بالكيراتين والارغان مرمم للشعر,Bioxcin Hair Conditioner 250ml Keratin & Agran Repairing Hair,TAX 15%,37.08,,Hair Care,Hair Shampoo & Hair Conditioner,Hair Conditioner,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2ODgwMzEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:d8a83a155674ea9f86b5187178bd6774e6c165b001ce40af78422092ce68d708/kR71xrCXQQeQx13sj1SU",,
Bioxcin,8680512631637,بيوكسين زيت شعر 150 مل بالكيراتين والارغان مرمم للشعر,Bioxcin Hair Oil 150ml Keratin & Agran Repairing Hair,TAX 15%,66.64,,Hair Care,Hair Oils and Moisturizers,Hair Oil,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwMDYzMjY3MDQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:fc135d165e9ecc98ea1f7c462a0082f27db1114019c05bb96b77b42576f33fca/G3nN86vRTdetNAqA5DOb",,
Bioxcin,8680512631606,بيوكسين شامبو شعر 300 مل لكثافه الشعر بالكولاجين والبيوتين,Bioxcin Hair Shampoo 300ml Collagen & Biotin Volumizing,TAX 15%,42.99,,Hair Care,Hair Shampoo & Hair Conditioner,Hair Shampoo,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwNzkwODc2NTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:84380029d541158112dba0ebc592641d7cf8a89b2d179e49cbbb7231017b98cc/P28ayRQzS97robAIxZHw",,
Bioxcin,8697432090000,بيوكسين شامبو شعر عشبي 300 مل لتساقط الشعر للشعر العادي والجاف,Bioxcin Herbal Hair Shampoo 300ml For Hair Loss for Dry&Normal Hair,TAX 15%,40.31,,Hair Care,Hair Shampoo & Hair Conditioner,Herbal Hair Shampoo,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTMxNDAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:3e6474e096bc0215acaa829fef6d4a5a98d2f5daf1ecf563915bdbce0ae32094/WUUTaw8HSzGFudekI3eH",,
Bioxcin,8680512631613,بيوكسين شامبو شعر 300 مل لترميم الشعر بالكيراتين والارغان,Bioxcin Hair Shampoo 300ml Keratin & Agran Repairing,TAX 15%,45.68,,Hair Care,Hair Shampoo & Hair Conditioner,Hair Shampoo,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTE5OTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:26a5eab18d5a002866cd4ef8fdf3004cb1901195d925ba9a7eed2325b27a5ff7/XAmHs1jsTCCReeulrKcg",,
Bioxcin,8697432091755,بيوكسين شامبو شعر عشبي 300 مل للتساقط الشديد للشعر,Bioxcin Herbal Hair Shampoo 300ml For Intensive Hair Fall,TAX 15%,48.37,,Hair Care,Hair Shampoo & Hair Conditioner,Herbal Hair Shampoo,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwNzkwODc3MjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:0791dc59bfbfc1f7393dfd13be131e2e4dc169ef6ae0645c03203e2f548ae904/tE6BtSSNRym1IYScDn8Q",,
